,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito:,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
186,Casa,,Córdoba,,Av. los Alamos 1,Cerrado,,,,8 años,2 Plantas,3 Dormitorios,4 Baños,,,1500,280,470000
187,Casa,,Córdoba,La Catalina,La Catalina,Cerrado,,,,,2 Plantas,3 Dormitorios,2 Baños,1,,180,115,150000
188,Casa,Norte,Córdoba,Villa Belgrano,,Abierto,,,Terminada,20 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,700,300,290000
189,Casa,,Córdoba,Quintas de Arguello,,Abierto,,,,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,200,160,185000
190,Casa,,La Calera,La Estanzuela,Luis Borges 400,Cerrado,Si,,Terminada,,3 Plantas,3 Dormitorios,4 Baños,2,Cubierta,500,382,278000
191,Casa,,Córdoba,Villa Belgrano,DOERING 90,Abierto,Si,,,,,2 Dormitorios,,,,500,214,138000
192,Casa,,Córdoba,Marq. de Sobremonte,Diego Vera 89,Abierto,,,,25 años,2 Plantas,3 Dormitorios,3 Baños,,,544,294,190000
193,Casa,,Córdoba,Santina Norte,Int.Ramon B. Mestre 1,Cerrado,,,,,2 Plantas,3 Dormitorios,3 Baños,1,,,170,235000
194,Casa,,Córdoba,Res. Velez Sarfield,Doctor andres Degoy 3640,,,,,20 años,2 Plantas,3 Dormitorios,3 Baños,,,270,280,250000
195,Casa,,Córdoba,Alto Alberdi,COMECHINGONES 300,,,,,,1 Planta,3 Dormitorios,2 Baños,1,,369,155,145000
196,Casa,Norte,Córdoba,Los Boulevares,De Los Polacos 6621,Abierto,,,,,,3 Dormitorios,,,,,,155000
197,Casa,,La Calera,,,Country,Si,,Terminada,5 años,2 Plantas,3 Dormitorios,3 Baños,3,,970,300,
198,Casa,,Villa Carlos Paz,,Autopista Carlos Paz,,No,,,8 años,2 Plantas,2 Dormitorios,2 Baños,3,Cubierta,1850,260,210000
199,Duplex,Norte,Córdoba,Los Boulevares,DE LOS TOSCANOS,Abierto,,,,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,120,100,120000
200,Casa,,Córdoba,Las Delicias,,Country,,,Terminada,1999 años,2 Plantas,4 Dormitorios,4 Baños,2,Semidescubierta,1705,521,720000
201,Casa,Norte,Córdoba,La Catalina,av Bodereau 8700,Con Seguridad,Si,,Terminada,3 años,2 Plantas,3 Dormitorios,4 Baños,1,Cubierta,180,150,
202,Casa,,Córdoba,Urca,Mayor Arruabarrena 1070,,,,,30 años,1 Planta,4 Dormitorios,4 Baños,1,,819,448,395000
203,Casa,Norte,Córdoba,Arguello,BUITRAGO 6580,Abierto,,,,,,3 Dormitorios,2 Baños,1,,220,120,150000
204,Casa,,Córdoba,Cerro de las Rosas,Fray mocho  2000,Abierto,Si,,,,,4 Dormitorios,,,,,,
205,Casa,,Córdoba,Cerro de las Rosas,Victorino Rodriguez 1840,,,,,25 años,2 Plantas,3 Dormitorios,3 Baños,1,,679,340,350000
206,Casa,,Córdoba,Colinas de V. Sarsfield,DOCTOR ALVAREZ  525,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,1,,300,150,89000
207,Casa,,Córdoba,,Av. la donosa 1,Cerrado,,,,,2 Plantas,3 Dormitorios,2 Baños,1,,120,120,
208,Casa,Norte,Córdoba,Valle Escondido,,Country,Si,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,600,223,370000
209,Casa,Sur,Córdoba,Manantiales,calle de altos de manantiales,Cerrado,No,,,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,165 m2 aprox.,140 m2 aprox.,295000
210,Casa,Centro,Córdoba,Juniors,Alejandro Carbó 1500,Abierto,Si,,,,,3 Dormitorios,,,,,,165000
211,Casa,Norte,Córdoba,Urca,,Abierto,Si,,,20 años,,3 Dormitorios,,,,,,200000
212,Casa,Oeste,Córdoba,Pque. República,Linconao  1096,Abierto,Si,,,44 años,1 Planta,3 Dormitorios,1 Baño,2,Semidescubierta,279,135,
213,Casa,Sur,Córdoba,Jockey Club,Celso Barrios  1502,Country,Si,,Terminada,,2 Plantas,4 Dormitorios,,,,1000,540,
214,Casa,Norte,Córdoba,San Salvador,caseros equina  NobleCanelas,,Si,,,,,3 Dormitorios,2 Baños,2,Cubierta,160,130,139000
215,Casa,Norte,Córdoba,Los Carolinos,San Judas Tadeo,Abierto,No,,Terminada,,1 Planta,1 Dormitorio,2 Baños,2,Semidescubierta,1198,280,290000
216,Casa,Norte,Córdoba,Arguello,Mocovies 6758,Abierto,Si,,,37 años,1 Planta,2 Dormitorios,1 Baño,1,,154,94,80000
217,Duplex,Norte,Córdoba,Villa Belgrano,Ramón y Cajal,Abierto,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,400,180,
218,Casa,Norte,Córdoba,Cerro de las Rosas,NICANOR CARRANZA 3800,Abierto,,,Terminada,52 años,1 Planta,3 Dormitorios,3 Baños,1,Cubierta,433,224,165000
219,,,Córdoba,,av Los Álamos 1111 1111,Cerrado,,,,,,,,,,,,360000
220,Casa,,Córdoba,San José,Domingo de Irusta 8950,Abierto,Si,,Terminada,30 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,400,240,150000
221,Casa,Norte,Córdoba,Arguello,BUITRAGO 6580,Abierto,,,,,,3 Dormitorios,2 Baños,1,,220,120,150000
222,Casa,,Villa Allende,,,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,1 Baño,2,Cubierta,800,200,95000
223,Casa,Sur,Córdoba,Cañitas,CAÑITAS,Con Seguridad,,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,240,175,260000
224,Casa,,Villa Allende,San Isidro,Av Padre Luchesse 100,Country,Si,,Terminada,,1 Planta,3 Dormitorios,3 Baños,3,Cubierta,615,250,
225,Casa,Norte,Córdoba,Valle Escondido,Av. Republica de china 900,Cerrado,,,Terminada,,2 Plantas,3 Dormitorios,4 Baños,3,Cubierta,360,330,300000
226,Duplex,Norte,Córdoba,Poeta Lugones,Augusto Cortazar 4560,Cerrado,,,Terminada,4 años,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,190,104,139500
227,Casa,,Kilómetro 579,,sd 1,Cerrado,Si,,,1 año,1 Planta,2 Dormitorios,1 Baño,2,Cubierta,500,250,50000
228,Casa,,La Calera,La Cuesta,,Country,,,En Construcción,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,750,230,295000
229,Casa,Norte,Córdoba,Lomas de la Carolina,Av Ejercito Argentino  9520,Country,Si,,Terminada,,2 Plantas,4 Dormitorios,Más de 4 Baños,4,Cubierta,3200,600,
230,Casa,,Córdoba,Talleres Oeste,FRANKFURT 2100,,,,,,,4 Dormitorios,,,,160,127,
231,Casa,,Córdoba,Altos de Manantales,ALTOS DE MANANTIALES,,,,,,2 Plantas,3 Dormitorios,3 Baños,1,,380,190,270000
232,Casa,,Córdoba,Res. Velez Sarfield,Palacios 3200,,,,,,,3 Dormitorios,,,,,,124000
233,Casa,,Córdoba,General Paz,Sarmiento 1900,,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,,,
234,Casa,,Córdoba,Alta Córdoba,Francisco de Quevedo 700,Abierto,,,Terminada,20 años,2 Plantas,4 Dormitorios,2 Baños,2,,550,300,210000
235,Casa,,Córdoba,Villa Belgrano,ANDRES PIÑERO 7232,,,,,,2 Plantas,3 Dormitorios,3 Baños,,,200,155,165000
236,Duplex,,La Calera,,Los Algarrobos 1700,Abierto,,,,,2 Plantas,2 Dormitorios,2 Baños,2,,230,145,120000
237,Duplex,,Córdoba,Miradores de Manantiales,,,,,,,,3 Dormitorios,,,,,,145000
238,Casa,,Córdoba,A.T.E.,jose Amenabar 700,Abierto,Si,,Terminada,40 años,1 Planta,3 Dormitorios,3 Baños,2,Cubierta,900,250,220000
239,Casa,Norte,Córdoba,Arguello,VIRACOCHA 6070,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,572,140,
240,Casa,,Córdoba,Jardín Claret,,Cerrado,Si,,Terminada,,,3 Dormitorios,,2,Semidescubierta,490,320,
241,Casa,Norte,Córdoba,Cerro de las Rosas,,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,,,205000
242,Casa,Norte,Córdoba,Lomas de la Carolina,AV. FUERZA AEREA  9500,,Si,,Terminada,18 años,2 Plantas,3 Dormitorios,Más de 4 Baños,2,Cubierta,1500,395,450000
243,Casa,,Córdoba,Matienzo,Alexander Fleming  2937,Abierto,Si,,Terminada,15 años,1 Planta,2 Dormitorios,,1,Cubierta,300,155,90000
244,Casa,Norte,La Calera,La Rufina,Av. Los alamos 1111,Country,Si,,Terminada,6 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,885,273,355000
245,Duplex,,Córdoba,Valle Escondido,Av Republica de China ,,Si,,Terminada,5 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,250,140,
246,Duplex,Norte,Córdoba,Valle Escondido,Ramon de Cabrera 6700,Abierto,,,,,2 Plantas,2 Dormitorios,2 Baños,1,,,,150000
247,Casa,,Villa Allende,Golf,PROGRESO,Abierto,Si,,,16 años,3 Plantas,4 Dormitorios,3 Baños,3,Cubierta,450,2850,580000
248,Casa,Sur,Córdoba,Miradores de Manantiales,,Con Seguridad,,,,,,3 Dormitorios,,,,250,187,250000
249,Casa,Sur,Córdoba,Las Flores,Tenerife 3900,Abierto,Si,,Terminada,30 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,252,144,99000
250,Casa,Oeste,Córdoba,Valle Escondido,Los Arboles,Cerrado,Si,,Terminada,12 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,600,280,
251,Casa,,Villa Allende,Golf,AV. ARGENTINA,Abierto,Si,,Terminada,,1 Planta,4 Dormitorios,2 Baños,2,Cubierta,1608,268,280000
252,Duplex,,Córdoba,Claros del Bosque,Celso Barrios 3690,Cerrado,No,,,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,180,158,180000
253,Casa,Norte,Córdoba,Lomas de la Carolina,Av Ejercito Argentino  9520,Country,,,Terminada,,2 Plantas,4 Dormitorios,Más de 4 Baños,2,Cubierta,1600,400,
254,Casa,,Córdoba,Matienzo,Fleming 3644,Abierto,Si,,,9 años,2 Plantas,4 Dormitorios,2 Baños,1,,233,146,
255,Casa,Norte,Córdoba,Arguello,,Cerrado,,,,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,250,140,220000
256,Casa,Sur,Córdoba,1 de Mayo,manuel pizarro  1055,Abierto,Si,,,,,4 Dormitorios,,,,444,303,
257,Casa,,Mendiolaza,Cuatro Hojas,San Jose de calazans,Country,Si,,Terminada,15 años,2 Plantas,4 Dormitorios,3 Baños,,,1250,245,190000
258,Casa,Norte,Córdoba,Cofico,Gral. Juan B. Bustos 873,Abierto,Si,,Terminada,Reciclada 100%,1 Planta,2 Dormitorios,1 Baño,2,Cubierta,144,130,110000
259,Casa,Sur,Córdoba,Villa el Libertador,LA FALDA 5339,Abierto,Si,,Terminada,20 años,2 Plantas,3 Dormitorios,,,,,,
260,Casa,Sur,Córdoba,,los mimbres,Country,Si,,,4 años,1 Planta,3 Dormitorios,,,,1500,280,
261,Duplex,Sur,Córdoba,Miradores de Manantiales,,Con Seguridad,Si,,,,2 Plantas,2 Dormitorios,3 Baños,1,,125,120,140000
262,Casa,Oeste,Córdoba,Las Palmas,ALFONSO DURAND  600,Abierto,,,Terminada,10 AÑOS,2 Plantas,2 Dormitorios,2 Baños,2,Cubierta,125,100,95000
263,Casa,Norte,Córdoba,Arguello,Tupac Yupanqui,Abierto,,,Terminada,,1 Planta,3 Dormitorios,3 Baños,2,Cubierta,600,220,250000
264,Casa,,Córdoba,General Bustos,Acampis 1424,,Si,,,,,3 Dormitorios,,1,Cubierta,176,114,55000
265,Casa,Norte,Córdoba,Villa Warcalde,Eguia Zanon 9950,Abierto,,,Terminada,,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,400,120,170000
266,Casa,Sur,Córdoba,,,,Si,,Terminada,3 Años,1 Planta,2 Dormitorios,2 Baños,2,Semidescubierta,1750,221,270000
267,Casa,,Córdoba,Fincas del Sur I,Fincas Del Sur 100,,,,,12 años,,3 Dormitorios,4 Baños,,,,240,450000
268,Casa,,Villa Allende,Golf,VENECIA 776,Abierto,,,,15 años,2 Plantas,Más de 4 Dormitorios,3 Baños,2,Cubierta,1200,240,265000
269,Casa,Norte,Córdoba,Arguello,Rafael Nuñez 5000,Abierto,Si,,,,1 Planta,3 Dormitorios,3 Baños,3,Cubierta,1910,300,
270,Casa,,Salsipuedes,,,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,300,75,50000
271,Casa,,Córdoba,Lomas de la Carolina,,Country,Si,,Terminada,18 años,2 Plantas,4 Dormitorios,4 Baños,,,1500,450,510000
272,Casa,,La Calera,Cinco Lomas,,Country,,,,7 años,,4 Dormitorios,,,, 1065 m2,220 m2,280000
273,Casa,Norte,Córdoba,Lomas de la Carolina,Av Ejercito Argentino  9520,Country,,,Terminada,,2 Plantas,4 Dormitorios,Más de 4 Baños,3,Cubierta,1500,680,
274,Casa,,Río Ceballos,Villa Catalina,E53,Cerrado,Si,,,estrenar,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,300,110,84000
275,Casa,Norte,Córdoba,Marq. de Sobremonte,,Abierto,Si,,Terminada,29 años,1 Planta,2 Dormitorios,1 Baño,1,Semidescubierta,180,120,
276,Casa,,Córdoba,,Armenia 1565,Abierto,,,Terminada,60 años,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,274,120,115000
277,Casa,Norte,La Calera,La Rufina,Los Alamos 111,Country,,,Terminada,,3 Plantas,3 Dormitorios,Más de 4 Baños,3,Cubierta,1180,400,
278,Casa,Norte,Córdoba,Alta Córdoba,FRANCISCO QUEVEDO 354,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,260,150,120000
279,Casa,,La Calera,El Bosque,Molino de Torres,Country,Si,,Terminada,14 años,2 Plantas,3 Dormitorios,4 Baños,4,Cubierta,1523,416,
280,Casa,,La Calera,Cinco Lomas,,Country,Si,,Terminada,14 años,1 Planta,3 Dormitorios,3 Baños,2,Cubierta,1060,215,280000
281,Casa,,Río Ceballos,Villa Catalina,,Country,Si,,,,2 Plantas,2 Dormitorios,2 Baños,,,700,173,175000
282,Casa,,Córdoba,San Isidro,,Cerrado,Si,,Terminada,10 años,1 Planta,3 Dormitorios,3 Baños,2,Cubierta,1200,250,360000
283,Casa,Norte,Córdoba,Valle Escondido,,Con Seguridad,Si,,Terminada,5 años,2 Plantas,2 Dormitorios,,,,700,150,290000
284,Casa,,Córdoba,General Paz,Roma 351,,,,,,Más de 3 Plantas,2 Dormitorios,,5,Cubierta,,,
285,Casa,,Mendiolaza,Estancia Q2,,Cerrado,Si,,,,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1200 aprox,500 aprox,
286,Casa,Norte,Córdoba,Las Delicias, Av. Ejercito Argentino 1067,Country,,,Terminada,7 ,2 Plantas,2 Dormitorios,2 Baños,3,Cubierta,1600,420,950000
287,Casa,Norte,Córdoba,Arguello,Montufar y Coronado 7452,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,215,80,125000
288,Casa,Sur,Córdoba,Rogelio Martinez,Miralles,Abierto,Si,,Terminada,49 Años. Remodelada en 2011,2 Plantas,Más de 4 Dormitorios,2 Baños,1,Cubierta,227,223,330000
289,Casa,,La Calera,El Bosque,Molino de Torres  607,Country,Si,,Terminada,,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,1500,300,570000
290,Casa,Norte,Córdoba,Altos del Chateau,,Cerrado,Si,,Terminada,10 años,2 Plantas,3 Dormitorios,Más de 4 Baños,2,Cubierta,420,1500,
291,Casa,Sur,Córdoba,,Melincué,Country,Si,,Terminada,13 Años,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,218,157,260000
292,Casa,,Salsipuedes,,9 de julio 200,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,300,85,38000
293,Casa,,Tanti,,Publica,,,,,,,1 Dormitorio,,,,2370,85,100000
294,Duplex,Sur,Córdoba,Tejas del Sur I,,Con Seguridad,Si,,,,,2 Dormitorios,,,,180,138,190000
295,Casa,Sur,Córdoba,Jardín Espinosa,SANTA MARTA  3700,Abierto,Si,,,30 años,2 Plantas,4 Dormitorios,4 Baños,5,Cubierta,1500,1050,800000
296,Casa,Norte,La Calera,La Rufina,,Country,,,Terminada,2 años,2 Plantas,3 Dormitorios,4 Baños,3,,2200,310,435000
297,Casa,,Córdoba,Valle Escondido,,Cerrado,,,,,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,800,360,
298,Casa,Norte,Córdoba,Villa Belgrano,Alberto Nicasio  7181,Abierto,No,,En Construcción,,2 Plantas,2 Dormitorios,2 Baños,2,Cubierta,200,105,175000
299,Casa,Norte,Córdoba,General Bustos,Julian de Cortazar 987,Abierto,Si,,Terminada,60 años,1 Planta,2 Dormitorios,1 Baño,,,110,110,
300,Casa,Norte,Córdoba,,,Cerrado,No,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,250,170,
301,Casa,Sur,Córdoba,Jockey Club,,Country,Si,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,,Cubierta,1000,300,590000
302,Casa,Norte,Córdoba,Marq. de Sobremonte,Bv. Diego de Vera 100,Abierto,Si,,Terminada,,2 Plantas,4 Dormitorios,4 Baños,2,Semidescubierta,550,380,190000
303,Duplex,Norte,Córdoba,,Av Circunvalación y Spilimbergo 3500,Cerrado,No,,Terminada,A estrenar,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,180,140,195000
304,Casa,,Córdoba,Alberdi,Silvestre Remonda 784,,,,,,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,187,115,90000
305,Casa,Norte,Córdoba,Santina Norte,santina norte,Country,No,,,,2 Plantas,3 Dormitorios,3 Baños,2,,600,,360000
306,Duplex,Sur,Córdoba,Greenville 2,Av. O'Higgins 6300,Con Seguridad,No,,,,2 Plantas,3 Dormitorios,1 Baño,1,Cubierta,,,240000
307,Casa,,Villa Allende,Golf,Universitaria 359,Abierto,Si,,,29 - Refaccionada a Nueva,1 Planta,3 Dormitorios,4 Baños,4,Cubierta,2300,395,440000
308,Casa,Norte,Córdoba,Santina Norte,,Country,,,,,2 Plantas,3 Dormitorios,3 Baños,2,,600,280,
309,Casa,,Córdoba,Fincas del Sur II,,,,,,,,4 Dormitorios,4 Baños,2,,1350,400,430000
310,Casa,,Córdoba,La Santina,La Santina 100,,,,,6 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1500,370,
311,Casa,,Córdoba,La Santina,La Santina 100,,,,,,,3 Dormitorios,Más de 4 Baños,,,530,,780000
312,Casa,Norte,Córdoba,Arguello,Albert Sabin,Cerrado,No,,Terminada,A estrenar,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,160,150,185000
313,Casa,,Villa Allende,La Herradura,Yerba Buena,Country,,,Terminada,15 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,2000,225,
314,Casa,Norte,La Calera,El Bosque,Molino de Torres 5301,Country,Si,,,14 años,2 Plantas,4 Dormitorios,,2,,1600,450,
315,Casa,Norte,Córdoba,Lomas de la Carolina,,Country,Si,,,,3 Plantas,Más de 4 Dormitorios,Más de 4 Baños,3,,1500,650,
316,Casa,Sur,Córdoba,Fincas del Sur I,,Country,Si,,Terminada,10 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,2300,500,520000
317,Casa,,La Calera,La Rufina,LOS ALAMOS  111,Country,Si,,,1 año,1 Planta,Más de 4 Dormitorios,4 Baños,3,Cubierta,1100,450,
318,Casa,Sur,Córdoba,Chacra del Sur, bunge,Con Seguridad,,,,,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,180,151 + Cochera,198000
319,Casa,Norte,Córdoba,Lomas de la Carolina,Av Ejercito Argentino  9520,Country,,,Terminada,,2 Plantas,4 Dormitorios,Más de 4 Baños,2,Cubierta,354,1500,
320,Casa,,Córdoba,Chacra del Norte,,Cerrado,,,,,,3 Dormitorios,,,,,,170000
321,Casa,,La Calera,,,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,,,400,150,165000
322,Casa,Centro,Córdoba,Cofico,,Abierto,Si,,Terminada,,3 Plantas,Más de 4 Dormitorios,Más de 4 Baños,1,Cubierta,162,408,
323,Casa,Centro,Córdoba,La Carolina,,Con Seguridad,Si,,Terminada,7 años,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,380,1000,430000
324,Casa,Sur,Córdoba,Jardín,ARGAÑARAZ MURGUIA,,Si,,,,2 Plantas,3 Dormitorios,4 Baños,3,Semidescubierta,528,342,
325,Casa,,Córdoba,Villa Warcalde,Quintas de Hormeache,,,,Terminada,5 años,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,900,250,
326,Casa,Norte,Córdoba,Valle Escondido,Valle Escondido ,Cerrado,,,,,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,630,360,
327,Casa,,Córdoba,San Isidro,,,,,,,,3 Dormitorios,,,,,,300000
328,Casa,,Córdoba,La Carolina,,,,,,,2 Plantas,3 Dormitorios,3 Baños,1,Semidescubierta,400,195,235000
329,Casa,Centro,Córdoba,Cofico,--,Abierto,Si,,Terminada,1989 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,215,257,220000
330,Duplex,Norte,Córdoba,Chacra del Norte,,Con Seguridad,Si,,Terminada,2 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,180,180,
331,Casa,Norte,Córdoba,Cerro de las Rosas,Nicanor Carranza 3900,Abierto,Si,,Terminada,30 años,1 Planta,Más de 4 Dormitorios,Más de 4 Baños,4,Cubierta,1190,500,360000
332,Casa,Norte,Córdoba,La Carolina,San Cayetano 4400,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,3 Baños,4,Cubierta,1000,400,240000
333,Casa,Norte,Córdoba,Altos del Chateau,,Country,,,Terminada,,2 Plantas,4 Dormitorios,4 Baños,3,Cubierta,1500,500,750000
334,Casa,,Agua de Oro,,Ruta E53,Abierto,Si,,Terminada,,,3 Dormitorios,1 Baño,2,Cubierta,800,100,95000
335,Duplex,,La Calera,,,Cerrado,Si,,,Posesion Diciembre 2018,2 Plantas,1 Dormitorio,2 Baños,1,Cubierta,,31,40000
336,Casa,Norte,Córdoba,Altos del Chateau,,Country,Si,,Terminada,9 años,2 Plantas,4 Dormitorios,4 Baños,2,,1500,430,
337,Casa,Norte,Córdoba,Urca,ALVAREZ IGARZABAL 800,Abierto,Si,,Terminada,18 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,420,255,230000
338,Casa,Norte,Córdoba,Villa Belgrano,,Abierto,Si,,Terminada,37 años,1 Planta,3 Dormitorios,1 Baño,2,Semidescubierta,250,150,170000
339,Casa,Norte,Córdoba,Cerro de las Rosas,Esteban Bustos,Abierto,Si,,,,1 Planta,4 Dormitorios,Más de 4 Baños,3,Cubierta,416,1080,
340,Casa,,La Calera,,,Abierto,Si,,,,1 Planta,2 Dormitorios,1 Baño,2,Semidescubierta,250,80,85000
341,Duplex,,La Calera,,,Cerrado,Si,,Terminada,Estrenar,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,120,100,85000
342,Duplex,,Córdoba,Jardín Claret,JARDIN CLARET,Con Seguridad,Si,,Terminada,,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,250,125,170000
343,Casa,Norte,Córdoba,Villa Belgrano,Neper 5400,Abierto,Si,,Terminada,20 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,260,160,170000
344,Casa,Norte,La Calera,La Rufina,,Country,,,,,1 Planta,3 Dormitorios,3 Baños,2,,,330,
345,Casa,Norte,Córdoba,Barrancas Norte,Roque Funes  1400,Country,Si,,Terminada,8 años,1 Planta,3 Dormitorios,4 Baños,2,Cubierta,380,1077,
346,Casa,Centro,Córdoba,Guemes,Achaval Rodriguez 500,Abierto,Si,,Terminada,50 años planta baja y 20 años planta alta.,2 Plantas,Más de 4 Dormitorios,2 Baños,1,Cubierta,170,181,170000
347,Casa,Norte,Córdoba,Las Delicias,,Country,Si,,,,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1800,310,470000
348,Casa,Norte,Córdoba,Las Delicias,,Con Seguridad,,,Terminada,,2 Plantas,3 Dormitorios,4 Baños,,Cubierta,1800,340,
349,Casa,Norte,Córdoba,Barrancas Norte,Roque Funes  1400,Country,Si,,Terminada,15 AÑOS,2 Plantas,4 Dormitorios,Más de 4 Baños,3,Cubierta,1190,500,
350,Casa,Norte,Córdoba,Lomas de la Carolina,LOMAS DE LA CAROLINA,Country,,,,16 años,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,1800,640,
351,Casa,Norte,Córdoba,Villa Warcalde,,Country,No,,,En construccion,1 Planta,3 Dormitorios,3 Baños,2,Cubierta,1200,285,
352,Casa,,La Calera,,jorge luis borges  489,Cerrado,Si,,,,2 Plantas,2 Dormitorios,3 Baños,1,Semidescubierta,400,125,
353,Casa,Este,Córdoba,José Ignacio Díaz SE,Diego de Torres 2535,Abierto,Si,,,,,Más de 4 Dormitorios,,,,300,140,85000
354,Casa,,Río Ceballos,Villa Catalina,,,Si,,,,1 Planta,2 Dormitorios,2 Baños,2,,476,104,138000
355,Casa,,Alta Gracia,,,Abierto,Si,,Terminada,4 años,1 Planta,2 Dormitorios,1 Baño,2,Descubierta,400,80,90000
356,Casa,Norte,La Calera,El Bosque,EL BOSQUE 1,Country,Si,,Terminada,10 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,1500,380,
357,Casa,Oeste,Córdoba,Alberdi,ALMIRANTE BROWN 1000,Abierto,Si,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,250,170,
358,Casa,Norte,Córdoba,Cerro de las Rosas,Battles Planas,Abierto,Si,,Terminada,,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,4,Cubierta,1200,580,
359,Casa,,Córdoba,Cerro de las Rosas,ADOLFO ORMA,Abierto,Si,,,50 años,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,300,220,150000
360,Casa,Centro,Córdoba,Maipu Sección 2,PASAJE BLOMBERG 1722,Con Seguridad,Si,,Terminada,21 años,2 Plantas,2 Dormitorios,3 Baños,2,Cubierta,300,230,
361,Duplex,Sur,Córdoba,Miradores de Manantiales,Miradores de Manantiales Mza 85 Lote 19,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,,120,160000
362,Casa,Norte,Córdoba,Chacra del Norte,,Cerrado,No,,Terminada,ESTRENAR,2 Plantas,3 Dormitorios,3 Baños,2,,,,
363,Casa,Norte,Córdoba,Granja de Funes,RENE BRACAMONTE 6241,Abierto,,,Terminada,45 años,1 Planta,3 Dormitorios,2 Baños,1,,750,150,135000
364,Duplex,,Córdoba,Alto Alberdi,Luna y Cardenas 1970,Cerrado,Si,,,A estrenar,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,95,72,72000
365,Casa,Oeste,Córdoba,Res. Chateau Carreras,,Cerrado,Si,,,,,4 Dormitorios,2 Baños,,,,,80000
366,Casa,Sur,Córdoba,Jockey Club,,Country,Si,,,,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,1000,540,840000
